Location,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Seychelles,36.325,36.881,37.437,37.964,38.455,38.909,39.334,39.769,40.254,40.826,41.54,42.4,43.406000000000006,44.511,45.648999999999994,46.772,47.852,48.913999999999994,49.988,51.128,52.365,53.707,55.126999999999995,56.606,58.097,59.59,61.06100000000001,62.5,63.878,65.153,66.294,67.298,68.168,68.90899999999999,69.459,69.836,70.00399999999999,70.014,69.99,70.14399999999999,70.624,71.5,72.712,74.11399999999999,75.491,76.703,77.675,78.459,79.188,80.051,81.15100000000001,82.56700000000001,84.20299999999999,85.91,87.484,88.744,89.65899999999999,90.281,90.686,91.03399999999999,91.405,91.834,92.285,92.765,93.25399999999999,93.742
Sierra Leone,2041.203,2062.444,2084.942,2108.43,2132.731,2157.7529999999997,2183.5229999999997,2210.131,2237.772,2266.686,2297.11,2329.2039999999997,2363.013,2398.4139999999998,2435.2039999999997,2473.294,2512.652,2553.529,2596.5679999999998,2642.6079999999997,2692.259,2745.7790000000005,2803.031,2863.739,2927.468,2993.8759999999997,3062.9559999999997,3134.8,3209.263,3286.179,3365.441,3445.277,3525.3990000000003,3608.7509999999997,3699.467,3799.55,3912.438,4034.6679999999997,4152.984,4249.468,4312.246,4337.2390000000005,4331.332,4307.299,4283.621,4274.819,4282.35,4305.455,4353.646,4437.803,4564.2970000000005,4739.147,4957.215999999999,5199.549,5439.695,5658.379,5848.691999999999,6015.4169999999995,6165.371999999999,6310.26,6458.72,6611.691999999999,6766.103,6922.079000000001,7079.161999999999,7237.025
Singapore,1022.096,1067.7939999999999,1119.934,1177.575,1239.681,1305.0910000000001,1372.489,1440.4589999999998,1507.5120000000002,1572.136,1633.086,1689.546,1741.4170000000001,1789.338,1834.493,1877.808,1919.2679999999998,1958.726,1996.866,2034.5279999999998,2072.29,2110.975,2150.524,2189.635,2226.404,2259.748,2288.888,2315.015,2341.429,2372.615,2411.7,2460.387,2517.5789999999997,2580.261,2643.9509999999996,2705.535,2763.5890000000004,2819.6009999999997,2876.8920000000003,2940.264,3012.953,3096.57,3189.433,3287.5879999999997,3385.35,3478.7790000000005,3566.133,3649.135,3731.44,3818.462,3913.96,4018.7790000000005,4131.208,4249.295,4370.04,4491.042,4611.901,4732.528,4851.109,4965.518,5074.252,5176.017,5270.9580000000005,5360.8369999999995,5448.342,5535.262
Sint Maarten (Dutch part),1.499,1.665,1.7990000000000002,1.912,2.009,2.108,2.213,2.322,2.463,2.6289999999999996,2.833,3.077,3.373,3.696,4.067,4.46,4.896,5.365,5.859,6.356,6.864,7.375,7.896,8.427999999999999,8.975,9.557,10.161,10.797,11.481,12.249,13.095999999999998,14.019,15.002,16.12,17.452,19.028,20.898000000000003,23.006999999999998,25.155,27.06,28.549,29.534000000000002,30.09,30.339000000000002,30.471,30.633000000000003,30.853,31.11,31.374000000000002,31.615,31.819000000000003,32.0,32.181999999999995,32.346,32.464,32.531,32.516999999999996,32.439,32.437,32.632,33.124,33.976,35.133,36.439,37.696999999999996,38.75
Slovakia,3436.573,3510.926,3587.657,3664.9179999999997,3741.211,3815.402,3886.7459999999996,3954.855,4019.639,4081.32,4140.129,4196.17,4249.205,4298.584,4343.459,4383.452,4418.205,4448.55,4476.8240000000005,4506.157,4538.840999999999,4575.563,4615.831,4659.28,4705.11,4752.54,4801.741,4852.497,4903.202,4951.788,4996.731,5037.340999999999,5073.89,5106.9890000000005,5137.685,5166.798,5194.306,5219.959,5244.036,5266.804,5288.454000000001,5309.235,5329.033,5347.214,5362.896,5375.47,5384.7880000000005,5391.204000000001,5395.254,5397.7080000000005,5399.210999999999,5400.005999999999,5400.154,5399.8859999999995,5399.419,5398.963000000001,5398.541,5398.326,5398.856,5400.719,5404.294,5409.847,5417.07,5425.13,5432.840999999999,5439.318
Slovenia,1473.0929999999998,1481.632,1491.674,1502.844,1514.7839999999999,1527.2060000000001,1539.785,1552.253,1564.3570000000002,1575.872,1586.6370000000002,1596.558,1605.645,1614.021,1621.879,1629.434,1636.668,1643.7,1651.094,1659.5539999999999,1669.5810000000001,1681.4270000000001,1694.975,1709.977,1725.964,1742.6229999999998,1759.731,1777.319,1795.648,1815.101,1835.8370000000002,1857.854,1880.704,1903.5479999999998,1925.3139999999999,1945.135,1962.8770000000002,1978.524,1991.4279999999999,2000.8729999999998,2006.479,2007.884,2005.5120000000002,2000.7679999999998,1995.6070000000002,1991.4720000000002,1988.989,1987.955,1987.976,1988.318,1988.499,1988.349,1988.264,1988.965,1991.43,1996.281,2003.7910000000002,2013.539,2024.5379999999998,2035.424,2045.168,2053.436,2060.39,2066.119,2070.845,2074.788
Solomon Islands,89.794,91.809,94.07700000000001,96.56,99.215,102.024,104.965,108.01799999999999,111.182,114.465,117.866,121.396,125.064,128.866,132.782,136.847,141.026,145.351,149.921,154.875,160.29,166.21200000000002,172.59799999999998,179.34900000000002,186.332,193.445,200.64,207.937,215.347,222.89700000000002,230.607,238.479,246.493,254.59599999999998,262.709,270.801,278.83799999999997,286.863,294.964,303.253,311.84,320.753,329.95300000000003,339.45599999999996,349.225,359.225,369.469,379.94699999999995,390.64300000000003,401.538,412.60900000000004,423.853,435.26199999999994,446.769,458.324,469.885,481.42199999999997,492.94,504.477,516.0790000000001,527.79,539.614,551.531,563.513,575.504,587.482
Somalia,2264.0820000000003,2307.673,2351.929,2397.159,2443.625,2491.52,2540.989,2592.133,2644.994,2699.595,2755.947,2814.0959999999995,2874.19,2936.4429999999998,3001.1259999999997,3068.437,3143.836,3228.495,3313.7859999999996,3387.632,3444.553,3470.324,3475.022,3506.008,3627.5040000000004,3880.32,4289.469,4827.362,5417.74,5953.615,6359.126,6604.871999999999,6716.448,6740.22,6747.932,6791.715999999999,6887.371999999999,7018.109,7165.295,7298.4169999999995,7397.347,7455.936,7488.544,7519.811,7583.954000000001,7704.894,7892.389,8137.475,8422.372,8720.231,9011.479,9290.823,9564.167,9836.396999999999,10116.228000000001,10409.925,10718.317,11038.596000000001,11369.276000000002,11707.99,12053.223,12404.725,12763.776000000002,13132.348999999998,13513.125,13908.128999999999
South Africa,13628.428,13953.843,14291.415,14641.017,15002.729,15376.829,15763.822,16164.413,16579.477,17009.988999999998,17456.855,17920.673,18401.608,18899.275,19412.975,19942.303,20486.439,21045.785,21622.59,22219.897,22839.451,23482.813,24148.137000000002,24829.693,25519.604,26212.405,26904.349,27597.297000000002,28298.15,29017.049,29760.471,30532.953999999998,31330.259,32139.708,32943.584,33730.148,34490.419,35230.248999999996,35970.537000000004,36740.883,37560.525,38437.855,39360.225,40300.161,41218.901,42088.165,42898.52,43657.024000000005,44372.112,45058.775,45728.315,46385.005999999994,47026.172999999995,47648.727,48247.395,48820.585999999996,49364.582,49887.181,50412.129,50970.818,51584.663,52263.515999999996,52998.212999999996,53767.39599999999,54539.570999999996,55291.225
South Sudan,2582.929,2601.651,2625.1259999999997,2653.097,2685.325,2721.5440000000003,2761.5440000000003,2805.1059999999998,2852.0159999999996,2902.083,2955.152,3011.11,3069.913,3131.5570000000002,3196.113,3263.638,3334.191,3407.8,3484.5370000000003,3564.465,3647.7090000000003,3734.4179999999997,3824.762,3918.922,4017.075,4119.438,4224.529,4332.287,4445.826,4569.423,4705.224,4853.927,5011.726,5170.558,5319.609,5450.424,5565.545,5666.078,5741.235,5777.4980000000005,5768.481,5705.378000000001,5599.814,5490.915,5431.738,5459.519,5591.1140000000005,5814.005999999999,6099.923000000001,6405.8640000000005,6700.656,6974.441999999999,7237.276,7501.642,7787.655,8108.8769999999995,8468.152,8856.8,9263.136,9670.667,10067.192,10448.857,10818.258,11177.49,11530.971000000001,11882.136
Spain,28069.735,28243.635,28442.373,28658.668999999998,28887.349,29125.354,29371.821,29628.012000000002,29896.928,30182.782000000003,30489.242000000002,30817.57,31165.075,31524.385,31885.404,32241.041,32587.244,32926.306000000004,33265.172,33614.193999999996,33980.276,34363.917,34760.522000000004,35165.557,35572.476,35975.317,36373.1,36763.529,37137.704,37484.748999999996,37796.795,38071.262,38309.711,38514.061,38688.12,38835.884,38958.074,39057.212999999996,39141.605,39221.74,39306.102,39403.2,39515.511,39638.635,39764.562000000005,39890.498,40009.324,40131.56,40292.642,40539.723,40903.711,41392.102999999996,41985.52,42653.405999999995,43351.668,44042.632000000005,44725.532,45393.858,45997.806,46476.072,46788.63,46909.138,46857.404,46697.553,46521.827000000005,46397.664000000004
Sri Lanka,7971.098000000001,8108.434,8256.561,8417.119,8591.028,8778.449,8978.773000000001,9190.662,9412.155,9640.836,9874.481,10111.646,10352.188,10597.52,10849.979,11110.828000000001,11380.683,11657.66,11937.611,12214.968,12485.756000000001,12747.841999999999,13002.275,13252.087,13501.986,13755.161,14012.817,14273.271999999999,14533.376,14788.607,15035.856000000002,15273.391000000001,15502.515,15726.802,15951.421999999999,16179.796,16412.711,16647.945,16882.189,17110.713,17329.713,17539.633,17740.637,17928.576,18098.348,18247.121,18372.12,18476.505,18570.701,18669.103,18781.938000000002,18913.054,19059.3,19215.307,19372.538,19524.558,19670.151,19810.789,19945.832,20075.086,20198.353,20315.017,20424.555,20527.233,20623.564,20714.04
State of Palestine,931.928,923.747,931.9069999999999,948.7819999999999,968.648,987.76,1004.314,1018.4910000000001,1032.097,1048.111,1069.316,1096.8110000000001,1128.708,1159.5839999999998,1182.053,1191.384,1184.687,1165.0539999999999,1141.048,1124.752,1124.649,1144.093,1180.05,1226.9260000000002,1276.127,1321.421,1361.346,1398.017,1433.1,1469.4360000000001,1509.183,1552.787,1599.645,1649.6979999999999,1702.656,1758.477,1817.036,1878.94,1945.6779999999999,2019.227,2100.883,2190.399,2286.985,2390.599,2501.078,2617.702,2741.578,2871.147,2999.862,3119.0759999999996,3223.009,3308.75,3379.0490000000004,3440.7990000000004,3504.0409999999997,3576.17,3659.363,3751.866,3852.31,3957.9840000000004,4066.829,4178.875,4294.96,4414.644,4537.425,4662.884
Sudan,5733.789000000001,5884.664000000001,6041.325,6204.099,6373.308000000001,6549.298000000001,6732.437,6923.115,7121.741,7328.718000000001,7544.491,7769.482,8004.121,8248.812,8503.994,8770.097,9047.798,9337.657,9639.84,9954.41,10281.7,10621.472,10974.622,11343.926000000001,11732.958,12144.135,12578.407,13034.625,13510.421,14002.303,14507.468,15027.27,15562.194,16107.73,16658.054,17210.186999999998,17757.168999999998,18302.587,18866.319,19475.609,20147.59,20893.625,21701.476000000002,22535.937,23347.885,24102.986,24786.19,25410.451,26003.542,26607.042,27250.535,27945.005,28679.565,29435.944,30186.341,30911.914,31607.064,32282.526,32955.496,33650.619,34385.962999999996,35167.314,35990.192,36849.918,37737.913,38647.803
Suriname,215.002,222.679,229.65200000000002,236.347,243.088,250.088,257.485,265.27299999999997,273.382,281.668,289.966,298.188,306.328,314.528,322.997,331.793,341.13300000000004,350.751,359.733,366.848,371.273,372.62300000000005,371.324,368.344,365.099,362.654,361.36400000000003,361.043,361.457,362.125,362.777,363.325,364.032,365.3,367.66,371.47,376.86699999999996,383.654,391.39099999999996,399.49199999999996,407.472,415.216,422.76300000000003,430.039,437.037,443.724,450.036,455.954,461.56,467.00300000000004,472.39,477.74,483.04400000000004,488.332,493.63,498.94599999999997,504.30699999999996,509.705,515.148,520.619,526.1030000000001,531.589,537.077,542.54,547.928,553.2080000000001
Swaziland,273.003,278.952,285.334,292.178,299.486,307.226,315.341,323.712,332.221,340.74800000000005,349.17400000000004,357.45300000000003,365.63599999999997,373.897,382.469,391.546,401.18300000000005,411.352,422.14,433.588,445.72900000000004,458.605,472.23,486.561,501.51199999999994,517.024,533.214,550.118,567.559,585.344,603.372,621.276,639.237,658.32,679.9760000000001,705.085,734.243,766.707,800.456,832.682,861.373,885.623,906.034,924.025,941.7739999999999,960.7919999999999,981.7639999999999,1003.995,1026.009,1045.629,1061.468,1072.927,1080.93,1087.392,1095.053,1105.873,1120.514,1138.434,1158.897,1180.675,1202.843,1225.258,1248.1580000000001,1271.4560000000001,1295.097,1319.011
Sweden,7009.911999999999,7073.227,7127.52,7175.6669999999995,7220.064,7262.6230000000005,7304.779,7347.479,7391.2480000000005,7436.262,7482.543000000001,7530.181,7579.566,7631.456999999999,7686.73,7745.673000000001,7809.085999999999,7875.906999999999,7942.321999999999,8003.185,8054.916,8095.793000000001,8127.034000000001,8151.598000000001,8173.968000000001,8197.34,8223.249,8250.695,8277.414,8300.003,8316.338,8325.493,8329.425,8332.443000000001,8340.44,8357.652,8384.989,8421.056,8464.787,8514.206,8567.384,8625.136999999999,8686.738000000001,8746.776,8798.234,8836.42,8859.190999999999,8868.853000000001,8870.848,8873.1,8881.64,8897.793,8920.694,8951.421999999999,8990.639000000001,9038.623,9096.264000000001,9163.243,9236.89,9313.478000000001,9390.168,9465.892,9540.907,9615.247,9689.376,9763.565
Switzerland,4668.085999999999,4726.288,4788.957,4851.982,4912.8859999999995,4970.806,5026.667,5082.999,5143.673,5213.396,5296.118,5393.406999999999,5502.9980000000005,5618.158,5729.464,5829.956,5916.909000000001,5991.679,6056.361,6114.722,6169.358,6221.635,6270.121,6311.478,6341.062,6356.185,6355.23,6341.181,6321.535,6306.539000000001,6303.61,6315.880999999999,6341.548000000001,6377.095,6416.705,6456.224,6494.085999999999,6531.889,6572.266,6619.155,6674.89,6741.069,6815.376,6891.6,6961.263000000001,7018.525,7061.173000000001,7091.765,7115.1269999999995,7138.464,7167.25,7202.685,7243.914000000001,7291.893,7347.246999999999,7410.308000000001,7481.406999999999,7560.358,7646.113,7737.161,7831.971,7930.420999999999,8031.67,8132.674,8229.629,8319.769
Syrian Arab Republic,3413.3309999999997,3498.526,3591.006,3690.735,3797.6240000000003,3911.5009999999997,4032.0690000000004,4158.976,4291.803,4430.101,4573.512,4721.896,4875.4220000000005,5034.646,5200.335999999999,5373.137,5553.246,5740.71,5935.86,6139.048000000001,6350.541,6570.857,6800.141,7037.851,7283.177,7535.714,7794.661999999999,8060.649,8336.418,8625.69,8930.774,9252.851,9590.226999999999,9938.847,10293.049,10648.632,11004.271999999999,11360.851999999999,11719.071000000002,12080.444,12446.171,12815.219,13187.085,13564.167,13949.697,14345.492,14755.286,15177.456,15602.21,16016.091999999999,16410.848,16766.898999999998,17087.901,17415.266,17806.638,18294.611,18914.977,19632.806,20325.443,20824.893,21018.834,20863.993000000002,20420.701,19809.141,19203.09,18734.987
TFYR Macedonia,1254.445,1290.4080000000001,1320.981,1347.463,1370.9779999999998,1392.4489999999998,1412.6129999999998,1432.019,1451.015,1469.8429999999998,1488.6670000000001,1507.654,1527.111,1547.45,1569.141,1592.432,1617.7939999999999,1644.943,1672.399,1698.1429999999998,1720.8,1739.521,1754.9560000000001,1768.9920000000002,1784.398,1803.01,1825.5520000000001,1851.069,1877.6879999999999,1902.719,1924.1970000000001,1941.53,1955.243,1965.895,1974.415,1981.5339999999999,1987.5379999999998,1992.274,1995.513,1996.87,1996.2279999999998,1993.3020000000001,1988.6589999999999,1984.0279999999998,1981.703,1983.2520000000002,1989.443,1999.599,2012.057,2024.394,2034.819,2042.842,2048.928,2053.426,2057.047,2060.272,2063.145,2065.458,2067.3779999999997,2069.093,2070.739,2072.383,2074.036,2075.739,2077.495,2079.308
Tajikistan,1531.501,1584.9920000000002,1637.95,1690.3339999999998,1742.345,1794.414,1847.251,1901.775,1959.1370000000002,2020.5539999999999,2087.038,2159.123,2236.5589999999997,2318.234,2402.455,2487.953,2574.478,2662.23,2750.8940000000002,2840.228,2930.079,3020.3909999999996,3111.264,3203.0190000000002,3296.095,3390.935,3487.6440000000002,3586.4990000000003,3688.385,3794.42,3905.413,4020.778,4140.258,4265.247,4397.525,4537.789000000001,4687.282999999999,4843.951,5001.11,5149.803,5283.728,5400.714,5502.976,5594.1140000000005,5679.831999999999,5764.7119999999995,5849.54,5934.281999999999,6021.691,6114.8859999999995,6216.205,6327.125,6447.688,6576.8769999999995,6712.840999999999,6854.1759999999995,7000.557,7152.385,7309.728,7472.819,7641.63,7815.9490000000005,7995.062,8177.809,8362.745,8548.651
Thailand,20710.36,21263.202,21837.985,22436.533,23060.43,23711.046000000002,24389.519,25096.792,25833.553,26600.275,27397.175,28224.203999999998,29081.034,29967.041,30881.332000000002,31822.796000000002,32789.096,33778.504,34790.945,35826.804,36884.913,37964.925,39061.994,40164.966,41259.536,42334.954000000005,43386.84099999999,44416.01,45423.435999999994,46412.307,47385.323,48337.503,49267.56,50186.199,51108.082,52041.469000000005,52996.467000000004,53964.405999999995,54912.334,55795.106,56582.820999999996,57258.401,57837.878,58364.890999999996,58901.666,59491.79,60151.472,60863.505999999994,61597.282999999996,62306.651,62958.02099999999,63543.322,64073.164000000004,64554.952000000005,65002.231,65425.47,65824.164,66195.615,66545.76,66881.867,67208.808,67530.13,67843.979,68143.065,68416.772,68657.6
Timor-Leste,433.397,438.23699999999997,443.42,448.981,454.968,461.385,468.246,475.546,483.279,491.423,499.95,508.845,518.107,527.749,537.786,548.2180000000001,558.6759999999999,569.031,579.807,591.739,605.125,620.945,638.499,654.437,664.2230000000001,664.9839999999999,654.947,636.096,613.857,595.872,587.563,591.005,604.43,624.648,646.688,666.945,684.184,699.5219999999999,714.4739999999999,731.444,751.933,777.0110000000001,805.435,833.6110000000001,856.684,871.447,875.916,871.9939999999999,865.194,863.2689999999999,871.607,892.5310000000001,923.825,960.852,996.698,1026.484,1048.621,1064.973,1078.11,1092.021,1109.5910000000001,1131.5230000000001,1156.76,1184.366,1212.8139999999999,1240.9769999999999
Togo,1395.457,1425.487,1441.906,1452.088,1461.52,1473.839,1490.731,1512.029,1535.969,1559.674,1580.513,1597.526,1612.755,1631.764,1662.0729999999999,1708.63,1774.029,1855.442,1945.78,2034.9070000000002,2115.522,2185.6620000000003,2247.5820000000003,2303.345,2356.6220000000003,2410.446,2464.455,2518.5660000000003,2576.469,2642.8459999999995,2720.8390000000004,2812.039,2915.066,3026.238,3140.237,3252.994,3364.02,3474.08,3581.928,3686.373,3786.94,3882.2709999999997,3973.327,4064.926,4163.642,4274.024,4398.238,4534.5509999999995,4679.023,4825.704000000001,4970.367,5111.77,5251.472,5391.401,5534.598000000001,5683.268,5837.7919999999995,5997.385,6161.795999999999,6330.472,6502.951999999999,6679.281999999999,6859.482,7042.948,7228.915,7416.802
Tokelau,1.5659999999999998,1.517,1.504,1.521,1.5590000000000002,1.607,1.671,1.722,1.7819999999999998,1.8230000000000002,1.8730000000000002,1.902,1.935,1.953,1.9469999999999998,1.922,1.876,1.818,1.734,1.675,1.621,1.588,1.5730000000000002,1.5730000000000002,1.5719999999999998,1.5719999999999998,1.567,1.556,1.5419999999999998,1.5430000000000001,1.5530000000000002,1.5759999999999998,1.62,1.6569999999999998,1.6969999999999998,1.709,1.703,1.6969999999999998,1.665,1.6340000000000001,1.608,1.578,1.558,1.535,1.5290000000000001,1.517,1.5290000000000001,1.547,1.575,1.574,1.554,1.5030000000000001,1.435,1.351,1.273,1.208,1.167,1.141,1.126,1.126,1.14,1.151,1.167,1.187,1.219,1.252
Tonga,47.22,49.315,51.17,52.783,54.15,55.323,56.36600000000001,57.387,58.508,59.873000000000005,61.601000000000006,63.745,66.259,69.005,71.757,74.362,76.779,79.05199999999999,81.097,82.87700000000001,84.369,85.51799999999999,86.34700000000001,86.988,87.609,88.348,89.25399999999999,90.295,91.36399999999999,92.3,93.007,93.45299999999999,93.681,93.774,93.84200000000001,93.95299999999999,94.145,94.384,94.667,94.929,95.15299999999999,95.333,95.49600000000001,95.64399999999999,95.833,96.07600000000001,96.369,96.725,97.135,97.59100000000001,98.08200000000001,98.611,99.184,99.789,100.406,101.041,101.689,102.35700000000001,103.005,103.604,104.137,104.57700000000001,104.95100000000001,105.32799999999999,105.78200000000001,106.36399999999999
Trinidad and Tobago,645.635,658.8330000000001,675.7410000000001,695.465,717.1560000000001,740.035,763.3539999999999,786.433,808.663,829.4889999999999,848.4789999999999,865.36,880.023,892.569,903.275,912.4169999999999,919.903,925.909,931.4680000000001,937.8480000000001,945.993,956.3660000000001,968.7410000000001,982.592,997.053,1011.49,1025.6580000000001,1039.761,1054.116,1069.202,1085.308,1102.556,1120.611,1138.6760000000002,1155.695,1170.928,1184.0510000000002,1195.247,1204.893,1213.624,1221.9,1229.907,1237.487,1244.407,1250.318,1255.001,1258.364,1260.678,1262.542,1264.775,1267.984,1272.38,1277.837,1284.052,1290.535,1296.934,1303.144,1309.26,1315.372,1321.618,1328.1,1334.7879999999998,1341.588,1348.2479999999998,1354.493,1360.092
Tunisia,3605.3059999999996,3696.45,3773.355,3838.507,3894.387,3943.528,3988.478,4031.785,4075.9629999999997,4123.439,4176.266,4235.937,4303.130999999999,4377.637,4458.611,4545.339,4638.275,4737.627,4842.167,4950.153,5060.397,5172.691,5287.543000000001,5405.355,5526.764,5652.476,5781.795999999999,5915.005999999999,6054.911,6205.2119999999995,6368.1669999999995,6545.024,6733.960999999999,6930.387,7127.941,7321.876,7509.755999999999,7692.254,7871.459,8050.932,8232.796999999999,8417.684000000001,8603.225,8784.888,8956.596,9113.975,9256.037,9384.152,9499.395,9603.742,9699.197,9785.701,9864.326,9939.678,10017.601,10102.482,10196.136,10298.087,10407.336,10521.833999999999,10639.931,10761.466999999999,10886.668,11014.558,11143.908000000001,11273.661
Turkey,21408.401,21951.206000000002,22508.947,23081.575,23668.906000000003,24270.585,24886.111,25514.81,26155.911,26808.621,27472.331000000002,28146.892999999996,28832.805,29531.342,30244.232000000004,30972.965,31717.477000000003,32477.961,33256.432,34055.361000000004,34876.267,35720.568,36587.225,37472.297999999995,38370.241,39277.211,40189.511,41108.248,42039.935,42993.990999999995,43975.920999999995,44988.356,46025.357,47073.422,48114.105,49133.883,50128.489,51100.878,52053.704000000005,52992.429000000004,53921.699,54840.530999999995,55748.875,56653.72900000001,57564.132000000005,58486.380999999994,59423.208,60372.499,61329.59,62287.325999999994,63240.121,64191.474,65143.054000000004,66085.803,67007.855,67903.406,68763.405,69597.281,70440.032,71339.185,72326.914,73409.455,74569.867,75787.333,77030.628,78271.47200000001
Turkmenistan,1210.994,1231.829,1258.388,1289.826,1325.434,1364.634,1406.981,1452.1729999999998,1500.017,1550.411,1603.2579999999998,1658.362,1715.408,1773.8529999999998,1833.0629999999999,1892.599,1952.141,2011.763,2071.7889999999998,2132.799,2195.173,2258.964,2324.013,2390.2129999999997,2457.382,2525.361,2594.311,2664.257,2734.8959999999997,2805.8179999999998,2876.808,2947.7790000000005,3019.066,3091.511,3166.2209999999995,3244.018,3324.4559999999997,3407.3190000000004,3493.8940000000002,3585.867,3683.966,3789.185,3899.843,4010.789,4115.099,4207.84,4287.344,4355.1140000000005,4413.477,4466.1320000000005,4516.130999999999,4564.08,4610.002,4655.741,4703.398,4754.641,4810.105,4870.137,4935.762,5007.95,5087.21,5174.061,5267.839,5366.276999999999,5466.241,5565.284000000001
Turks and Caicos Islands,5.051,4.987,4.981,5.013999999999999,5.093,5.197,5.315,5.446000000000001,5.559,5.656000000000001,5.726,5.763,5.763,5.74,5.71,5.672000000000001,5.629,5.59,5.559,5.571000000000001,5.632999999999999,5.756,5.922000000000001,6.126,6.346,6.547999999999999,6.723,6.886,7.053,7.263999999999999,7.519,7.858,8.244,8.669,9.095,9.506,9.875,10.224,10.582,11.017000000000001,11.552,12.206,12.968,13.789000000000001,14.597000000000001,15.332,15.966,16.528,17.115,17.864,18.873,20.185,21.741999999999997,23.41,25.028000000000002,26.448,27.642,28.64,29.480999999999998,30.245,30.994,31.730999999999998,32.431,33.108000000000004,33.739000000000004,34.339
Tuvalu,5.166,5.22,5.292999999999999,5.371,5.473,5.569,5.6579999999999995,5.76,5.864,5.982,6.104,6.246,6.388999999999999,6.537999999999999,6.684,6.815,6.938,7.04,7.132999999999999,7.2139999999999995,7.303,7.381,7.457999999999999,7.537000000000001,7.6160000000000005,7.6770000000000005,7.749,7.816,7.888,7.962000000000001,8.052,8.154,8.283999999999999,8.413,8.53,8.65,8.747,8.82,8.883,8.947000000000001,9.003,9.052999999999999,9.109,9.156,9.19,9.23,9.256,9.277000000000001,9.306000000000001,9.345,9.42,9.512,9.635,9.767000000000001,9.894,10.027000000000001,10.137,10.243,10.34,10.440999999999999,10.530999999999999,10.628,10.725,10.819,10.908,11.001
Uganda,5158.19,5308.668000000001,5455.54,5601.2390000000005,5748.2080000000005,5898.835,6055.517,6220.629,6396.463000000001,6585.105,6788.214,7006.633000000001,7240.174,7487.429,7746.198,8014.401,8292.776,8580.676,8872.92,9162.833,9446.064,9720.399,9988.38,10256.429,10533.716,10827.146999999999,11139.833,11470.867,11818.306999999999,12178.544,12549.54,12930.208999999999,13323.332,13735.271,14174.47,14646.624,15154.521,15695.411,16262.533000000001,16846.09,17438.907,18040.438000000002,18652.889,19275.422,19907.634,20550.291,21202.118,21865.931,22551.789,23272.995,24039.273999999998,24854.892000000003,25718.048,26624.82,27568.436,28543.94,29550.662,30590.487,31663.896,32771.895,33915.133,35093.648,36306.796,37553.726,38833.337999999996,40144.87
Ukraine,37297.648,37815.815,38360.509,38916.263999999996,39471.674,40019.449,40556.527,41083.976,41606.288,42130.316,42662.149000000005,43203.635,43749.47,44285.899000000005,44794.327000000005,45261.935,45682.308,46060.452000000005,46409.002,46746.669,47086.761,47433.805,47783.011,48127.172,48455.122,48758.987,49036.456,49290.905,49526.883,49751.257000000005,49968.812000000005,50179.03,50379.379,50570.032,50750.925,50920.778,51078.79,51221.145,51339.575,51423.532,51464.348,51462.61,51417.432,51317.636,51149.537000000004,50905.677,50582.456,50189.314000000006,49748.581,49290.792,48840.074,48402.885,47979.592000000004,47580.559,47215.96599999999,46892.163,46616.389,46386.355,46186.43,45994.024000000005,45792.501,45576.307,45349.333,45115.785,44883.426,44657.704000000005
United Arab Emirates,69.58800000000001,67.32,69.063,72.63,76.46,79.578,81.682,83.068,84.559,87.36200000000001,92.634,101.07799999999999,112.47200000000001,125.566,138.529,150.362,160.481,170.283,183.19400000000002,203.82,235.49900000000002,278.808,332.76,397.17400000000004,471.36400000000003,554.3240000000001,646.943,748.117,852.262,952.04,1042.384,1120.9,1189.545,1253.06,1318.4779999999998,1391.0520000000001,1472.2179999999998,1560.7179999999998,1655.849,1756.043,1860.174,1970.026,2086.639,2207.405,2328.686,2448.82,2571.02,2700.01,2838.145,2988.1620000000003,3154.925,3326.032,3507.232,3741.9320000000002,4087.9309999999996,4579.562,5242.032,6044.066999999999,6894.278,7666.393,8270.684000000001,8672.475,8900.453000000001,9006.263,9070.867,9154.302
United Kingdom,50616.014,50621.416,50686.055,50797.274000000005,50945.397000000004,51123.707,51328.662000000004,51559.67,51818.623,52108.972,52433.157,52789.816,53171.325999999994,53562.805,53945.019,54303.107,54630.989,54928.528,55194.456,55429.643,55634.935,55809.75,55953.322,56066.83,56152.179000000004,56211.947,56247.405,56262.02,56263.66099999999,56262.127,56265.475,56276.315,56296.24,56330.877,56386.225999999995,56466.130999999994,56574.28,56709.208,56862.893,57023.746,57183.331,57339.447,57494.538,57650.473,57810.77099999999,57978.320999999996,58156.745,58346.672999999995,58544.937999999995,58746.727999999996,58950.848,59149.343,59348.953,59580.222,59884.128,60286.754,60802.801,61414.66,62076.221,62722.607,63306.843,63811.882000000005,64250.33,64641.11,65015.685999999994,65397.08
