country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Central African Republic,,,,,,,,,,,1960.5496826171875,2120.095947265625,2133.68798828125,2014.1563720703125,2077.204345703125,2092.56494140625,2112.173095703125,1983.753662109375,2405.16943359375,2417.717041015625,2528.192626953125,2457.671875,2399.86962890625,2554.850830078125,2372.0888671875,2345.75927734375,2418.507080078125,2581.682861328125,2620.3017578125,2550.011962890625,2375.64990234375,2798.630126953125,2774.03271484375,2636.25244140625,2885.582763671875,3178.69873046875,3113.3388671875,2883.231201171875,3036.651611328125,3195.376220703125,3171.287109375,3120.928955078125,2993.986328125,2934.189208984375,3324.6318359375,3362.257080078125,2992.578369140625,3205.901611328125,3371.44775390625,3364.41064453125,3463.77294921875,3521.029541015625,3506.897705078125,3322.756103515625,3415.587646484375,3454.759521484375,3577.704833984375,3713.21337890625,3744.232421875,3687.029052734375,3826.564208984375,4104.78125,4249.1650390625,2753.84912109375,2855.040771484375
Chad,,,,,,,,,,,5920.71533203125,6144.06689453125,6952.0908203125,6498.45263671875,6501.94287109375,6886.26611328125,6784.2109375,6829.85400390625,6918.61376953125,7340.59912109375,7775.36572265625,8036.548828125,7518.4267578125,6907.8203125,7569.8115234375,8018.31103515625,7960.4921875,7857.21484375,7968.9384765625,5141.1826171875,4825.04833984375,4306.193359375,4551.982421875,6105.6796875,6533.068359375,6950.6552734375,7121.37451171875,7195.95263671875,7873.27880859375,8177.4091796875,8410.0087890625,8839.63671875,8936.5947265625,8841.6044921875,9096.26171875,9353.61328125,9187.5791015625,10265.162109375,10165.0048828125,10536.8623046875,10045.87890625,10378.544921875,8327.2314453125,9939.013671875,15123.3173828125,18771.75390625,17556.486328125,18366.6953125,18513.3984375,16764.162109375,21665.57421875,20649.796875,23385.1875,26042.728515625,27347.5859375
Chile,,28548.927734375,31175.095703125,31599.146484375,33559.2421875,33417.171875,33257.94921875,35727.4765625,36824.43359375,37297.58984375,39450.6328125,38345.16796875,47496.42578125,50385.2265625,51660.046875,51957.5859375,57540.140625,60317.578125,63263.93359375,67853.5390625,67977.9296875,75073.609375,74193.3046875,71994.5078125,70619.75,56377.81640625,60226.34375,63921.10546875,68564.890625,75672.828125,79904.78125,83345.1640625,71569.7109375,70093.4921875,71651.609375,72554.40625,76036.640625,81260.09375,90667.015625,98531.0625,99761.2578125,107575.4765625,118572.9453125,125531.046875,137797.765625,158838.5625,164823.203125,168962.75,167488.859375,162511.8125,166950.078125,166330.546875,168208.1875,177844.15625,200035.875,217772.484375,256337.546875,277777.0,273626.75,280390.03125,323442.9375,352983.21875,365801.0,377152.0625,383341.46875
China,,,515462.8125,566197.4375,578074.5625,611264.5625,654037.3125,710112.625,789277.125,788445.9375,740097.375,539199.6875,601922.4375,668159.3125,761998.25,828336.5625,893297.125,859955.75,823027.75,925836.5625,1038634.75,1112717.875,1113112.0,1188522.375,1199714.625,1259276.375,1255957.25,1292414.5,1459760.25,1528231.5,1563493.625,1628167.75,1781943.125,1898942.125,2123950.0,2295097.5,2415650.5,2600728.0,2682387.75,2679917.75,2755448.0,2936986.5,3192967.5,3483308.0,3764241.75,4222166.5,4362428.5,4657996.5,4652117.5,4925991.5,5229666.0,5620697.0,6249123.0,6770642.0,7526537.5,8356256.0,9352954.0,10370261.0,10658064.0,11616172.0,12680616.0,13758196.0,14834279.0,15904816.0,17080304.0
"China, Hong Kong SAR",,,,,,,,,,,11521.2451171875,12211.6025390625,14025.1435546875,16485.38671875,17992.673828125,21032.634765625,21943.2578125,23158.23046875,24679.787109375,27582.5234375,30132.125,33182.90625,37241.32421875,41361.2890625,40484.296875,42353.60546875,49759.34375,55432.78515625,60434.55078125,67263.7265625,74858.3984375,78784.8046875,81765.359375,85085.484375,94254.40625,97770.0625,104908.2890625,118527.75,127723.0234375,134394.78125,140155.21875,150792.203125,163543.609375,177092.5625,188534.140625,193190.78125,209806.5,225974.921875,217935.046875,220179.625,238930.171875,244007.59375,255253.6875,261967.0625,278390.65625,300236.78125,310711.375,329990.84375,330431.28125,321862.1875,336579.8125,350049.3125,353664.125,366061.59375,374408.4375
"China, Macao SAR",,,,,,,,,,,,,,,,,,,,,1594.72705078125,1719.8673095703125,1854.43115234375,1999.064453125,2158.97705078125,2331.770263671875,2510.99755859375,2707.463623046875,2925.875732421875,3140.02197265625,3397.56787109375,3696.794677734375,3892.018310546875,4297.966796875,4763.390625,4845.9296875,5290.041015625,6300.06494140625,7004.79541015625,7441.93505859375,8365.89453125,8940.1357421875,10759.9609375,11420.1943359375,11768.0087890625,12526.154296875,12475.6416015625,12280.9169921875,11523.7998046875,11432.0126953125,11733.765625,12053.7265625,13213.1689453125,15178.5458984375,19260.2421875,20965.0390625,24963.060546875,29900.482421875,32576.53515625,35221.0234375,46399.1171875,58823.0234375,65080.8515625,72711.234375,73383.53125
Colombia,37934.12109375,38066.859375,40575.1640625,44505.234375,49356.26953125,50783.671875,51888.95703125,51545.85546875,51022.2109375,53662.26953125,56640.6015625,60214.0,63192.296875,65067.9765625,71084.8984375,71055.3046875,74568.9453125,77635.8984375,82442.7734375,88128.7734375,95684.1484375,105199.0,116628.375,130023.78125,139207.859375,147479.609375,159203.1875,169312.625,180697.75,186024.140625,194208.84375,193023.4375,194422.6875,193518.640625,198463.96875,199257.453125,215136.0625,215475.546875,221260.234375,226996.1875,234962.46875,238613.90625,245627.09375,257614.359375,273330.5625,285662.03125,287416.34375,294672.5625,288025.9375,274250.875,283890.625,282314.25,287437.96875,297008.6875,313885.71875,330638.1875,363996.71875,401316.5,432464.8125,444802.46875,482461.40625,537505.5,559384.6875,582984.625,602141.875
Comoros,,,,,,,,,,,204.5291290283203,225.12701416015625,258.4109191894531,286.94024658203125,313.7687072753906,307.5975646972656,343.69549560546875,394.4098205566406,394.54547119140625,382.26812744140625,415.4189147949219,432.5928955078125,441.7035827636719,474.45684814453125,486.8155517578125,516.517333984375,519.1895141601562,541.3214721679688,557.5928344726562,611.4078369140625,658.0942993164062,677.3218383789062,719.2761840820312,768.1442260742188,777.6011352539062,803.03857421875,829.934326171875,829.4039916992188,852.063232421875,831.0634155273438,824.7694091796875,827.2468872070312,844.6151123046875,844.451904296875,726.980224609375,890.0132446289062,863.6751708984375,894.4473266601562,826.4345703125,851.63916015625,836.9153442382812,936.4952392578125,1030.4566650390625,949.0396728515625,922.909912109375,929.040283203125,998.9655151367188,974.1143798828125,973.7705688476562,981.4132080078125,997.22119140625,1014.8768920898438,1048.7373046875,1088.9635009765625,1124.22021484375
Congo,,,,,,,,,,,1052.7938232421875,1117.0487060546875,1279.3260498046875,1348.5911865234375,1441.325927734375,1475.63720703125,1481.4398193359375,1509.717529296875,1618.4560546875,1735.891845703125,1894.669677734375,2021.0887451171875,2096.222900390625,2176.681640625,2727.05517578125,2662.541259765625,2785.068359375,2787.75,2877.44384765625,3382.352783203125,4135.50927734375,4773.71240234375,5306.61083984375,6473.76123046875,7741.26708984375,7682.4765625,4960.77392578125,4943.13720703125,4435.58740234375,4806.6484375,4491.03125,4893.8349609375,3983.934814453125,4224.66357421875,3782.610107421875,3655.16357421875,4453.353515625,4185.81689453125,3392.139404296875,4415.8603515625,6993.908203125,6513.39453125,6986.87646484375,7086.49267578125,8684.765625,11229.9775390625,12620.9296875,10950.275390625,12322.19921875,12409.53515625,19879.943359375,22304.798828125,22050.4921875,22056.6015625,19940.50390625
Costa Rica,2976.416748046875,3142.17919921875,3670.760986328125,4460.29345703125,4711.20751953125,5041.44091796875,4899.302734375,5272.0126953125,5857.3642578125,5826.759765625,6227.4296875,6155.05712890625,6580.64599609375,6981.33935546875,7417.3701171875,7991.67333984375,8543.525390625,8941.7724609375,9478.3193359375,10019.611328125,10938.865234375,11269.2373046875,12094.2021484375,12951.029296875,12667.0205078125,13474.4404296875,15019.8515625,17261.203125,17882.705078125,18365.318359375,18421.75390625,17265.123046875,16651.103515625,16967.939453125,18359.107421875,18973.060546875,21021.330078125,20735.490234375,21354.447265625,22311.69140625,22672.537109375,23328.240234375,25601.625,27701.4140625,29546.287109375,30912.72265625,30936.0234375,33164.20703125,36225.66015625,39362.33203125,38572.56640625,38522.58984375,39429.62109375,41441.953125,42802.4609375,44208.1875,47238.6328125,50487.8984375,51762.87109375,54174.015625,57342.52734375,59614.359375,62509.51953125,64831.6484375,67490.328125
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68131.4609375,53671.5625,47542.39453125,43693.10546875,46626.0390625,49632.51171875,52819.1484375,57808.9296875,60541.4140625,60415.3671875,61699.93359375,62868.83984375,65532.4140625,69353.71875,72998.1953125,74493.1328125,79363.765625,88319.90625,92850.8671875,88870.4375,85680.59375,88931.375,91041.234375,91615.421875,92245.609375
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3871.781982421875,3933.10693359375,4029.3291015625,4113.38671875,4103.2265625,4092.65283203125,4114.75927734375,4117.646484375,4089.745361328125,4044.34619140625
Cyprus,1373.3284912109375,1457.651611328125,1649.9195556640625,1879.1600341796875,2137.296630859375,2184.04150390625,2449.990966796875,2386.857666015625,2129.10546875,2248.736328125,2173.83837890625,2454.87744140625,2900.333251953125,2931.6181640625,2552.1865234375,3271.828369140625,3480.8603515625,3821.90087890625,3964.046630859375,4462.87890625,4514.9912109375,4921.85791015625,5188.62890625,5101.654296875,3749.255859375,2990.05078125,3812.323486328125,4665.13134765625,5158.140625,5938.75537109375,6336.63037109375,6406.6376953125,6934.16259765625,7218.705078125,8128.68896484375,8429.884765625,8766.6123046875,9522.3994140625,10250.8759765625,11234.7744140625,12056.2197265625,11950.8193359375,13275.646484375,13106.5361328125,14123.54296875,15015.3115234375,15040.1494140625,15477.7216796875,16359.7626953125,17423.84765625,18625.09375,19710.66015625,20020.03515625,19822.232421875,21283.740234375,22295.296875,23959.1640625,25884.31640625,28459.85546875,28584.783203125,29036.84765625,28102.388671875,27614.986328125,25852.13671875,25243.193359375
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228332.796875,191281.96875,184763.125,189142.09375,197094.515625,205129.1875,215592.625,210971.421875,210728.40625,209687.0,213502.515625,224746.65625,227063.46875,232823.546875,244672.984375,249827.515625,264979.8125,290591.875,290600.46875,292046.59375,290272.21875,305234.28125,309884.125,322044.5,335850.0625
Côte d'Ivoire,,,,,,,,,,,6161.77294921875,6257.83251953125,6584.47314453125,7740.96728515625,9275.6201171875,8335.2666015625,9372.67578125,9878.78125,11410.7587890625,12900.93359375,14383.041015625,14294.8037109375,14907.9345703125,16288.1142578125,18050.25,17783.970703125,21165.56640625,24055.1796875,25291.279296875,25052.744140625,20018.904296875,20628.5234375,21069.609375,21827.83984375,24531.337890625,27851.052734375,28432.671875,27237.208984375,27706.181640625,30444.306640625,28122.51171875,28637.640625,29950.17578125,30129.939453125,31801.365234375,34655.51171875,37903.6328125,38526.02734375,39910.50390625,40019.9609375,35677.296875,40230.41796875,41416.83203125,38875.52734375,37608.28125,37537.1796875,39618.91796875,40372.7734375,45991.0625,50600.92578125,56120.5234375,53890.0234375,62937.359375,68543.765625,74280.6328125
D.R. of the Congo,22923.38671875,26404.5546875,27966.275390625,31868.41015625,32859.78515625,35205.75390625,36227.64453125,35293.5234375,35432.78125,35658.4296875,36970.85546875,32329.294921875,39609.9453125,40547.95703125,38194.703125,40975.57421875,46702.69140625,43276.86328125,46080.61328125,51611.80078125,50751.4375,49471.4296875,46817.94140625,53205.65625,56846.0859375,44147.69140625,39864.13671875,42752.98828125,41054.53125,49395.33984375,51813.11328125,49377.80078125,49947.94140625,51660.17578125,64318.72265625,58748.71484375,54395.70703125,54405.35546875,58577.34375,59201.515625,45450.76953125,38473.43359375,47492.6953125,37191.484375,31861.462890625,32929.34765625,30222.123046875,30314.712890625,27115.94140625,28245.58203125,24132.55859375,24008.06640625,24919.904296875,26934.3203125,29381.4453125,32831.8671875,22309.662109375,20180.154296875,21536.52734375,21503.318359375,37401.84375,47069.91015625,56741.1953125,86885.4375,91121.265625
Denmark,40471.25,38868.3046875,40342.61328125,43290.53125,44918.640625,44916.3828125,46000.3203125,47986.17578125,49352.3671875,54316.0390625,57418.96875,61032.96875,64561.63671875,65830.421875,71773.8984375,75342.3359375,77780.5,82255.109375,86934.8828125,93627.5078125,95429.6875,97706.6015625,102178.7421875,108109.25,103689.25,102745.1015625,110249.96875,112603.765625,116525.6171875,120214.46875,118188.0859375,112968.8359375,114206.5625,115101.1328125,118108.6953125,121082.734375,130491.78125,131776.921875,131754.875,133756.71875,136814.65625,138303.921875,142836.53125,141699.1875,150544.171875,156943.3125,162688.8125,174439.546875,183221.859375,187980.375,197122.484375,196585.125,200100.90625,192003.09375,200368.4375,199497.328125,213214.28125,222608.53125,230673.0625,223120.53125,232933.171875,238382.6875,245297.921875,250758.984375,253681.09375
Djibouti,,,,,,,,,,,,,,,,,,,,,1247.7174072265625,1325.645263671875,1371.9429931640625,1438.03662109375,1388.9713134765625,1551.08447265625,1667.1689453125,1486.222900390625,1384.591064453125,1438.373291015625,1492.4012451171875,1540.362060546875,1511.9141845703125,1523.6043701171875,1532.863037109375,1557.750244140625,1573.3070068359375,1561.940673828125,1570.969970703125,1542.612060546875,1583.0819091796875,1382.4537353515625,1529.26220703125,1968.74365234375,1489.98828125,1718.90869140625,1552.484375,1720.8609619140625,1701.0555419921875,1925.982177734375,1871.0548095703125,1839.30615234375,1739.8271484375,1818.8658447265625,1895.156982421875,1993.7698974609375,2110.22021484375,2058.295166015625,2196.30712890625,2193.74755859375,2197.32568359375,2184.261962890625,2315.848876953125,2455.557373046875,2804.08056640625
Dominica,,,,,,,,,,,,,,,,,,,,,242.01217651367188,252.87290954589844,279.2838439941406,312.48895263671875,313.8695068359375,323.6540832519531,328.4553527832031,322.6575927734375,364.468017578125,313.0818786621094,326.5423583984375,379.1994934082031,402.6354064941406,421.1041564941406,430.8850402832031,436.801025390625,480.08355712890625,497.8520812988281,520.8390502929688,507.9972229003906,547.6784057617188,514.82958984375,576.5380249023438,597.6995849609375,586.502685546875,596.2852783203125,589.07861328125,566.6256103515625,622.8751220703125,627.2035522460938,605.5131225585938,579.9197998046875,584.8645629882812,561.905029296875,582.3666381835938,580.7102661132812,626.41796875,664.1035766601562,712.8228759765625,712.477783203125,724.6541748046875,733.6054077148438,725.2340087890625,728.9881591796875,737.0307006835938
Dominican Republic,,5791.45068359375,5483.95654296875,5332.0556640625,5868.95556640625,5852.92724609375,6369.546875,7310.0302734375,7068.984375,7120.5673828125,8147.916015625,8048.98486328125,9970.3076171875,10602.8330078125,11135.341796875,9907.6923828125,10624.283203125,10902.1201171875,10851.666015625,11958.1884765625,13960.064453125,15394.173828125,16861.12109375,18699.67578125,20722.7734375,22691.21484375,22333.4609375,23577.58984375,23136.880859375,24103.689453125,27240.72265625,28744.68359375,28892.576171875,30336.41796875,29775.220703125,29922.68359375,31140.560546875,32364.845703125,34690.94921875,35312.91796875,33682.01953125,34802.8125,38765.86328125,42372.4140625,44691.04296875,46847.234375,50019.3828125,54904.84375,60305.27734375,63623.8046875,66243.671875,69146.1171875,72601.203125,71144.53125,73815.7578125,79521.3046875,87979.6640625,95899.4453125,96764.9140625,102398.5703125,110243.046875,113199.6015625,118112.6953125,122407.125,130188.6484375
Ecuador,7069.00341796875,7269.2158203125,8033.65087890625,8412.2587890625,9282.6884765625,9661.2421875,9974.119140625,10351.5478515625,10583.419921875,11120.6962890625,11821.103515625,12353.28125,12970.087890625,13237.05078125,14246.1259765625,14654.0830078125,15186.63671875,16306.564453125,17071.07421875,17508.462890625,18884.623046875,19630.85546875,20757.283203125,23988.794921875,30011.9375,30432.513671875,33777.51171875,37813.60546875,39197.23828125,43232.11328125,46002.4921875,46719.828125,47205.08984375,45555.19140625,46964.44921875,48070.4296875,45904.15625,43840.34765625,46369.484375,47705.9765625,51154.3984375,52549.58984375,54188.625,52828.75390625,55651.8515625,56533.26953125,58357.4375,60491.65625,60094.76953125,59409.99609375,64794.03125,67043.40625,73913.0546875,79447.90625,88370.3125,99483.859375,108356.90625,113881.1796875,126433.1171875,124882.6328125,133824.25,149289.390625,158437.390625,166485.71875,174424.625
Egypt,13281.466796875,13797.8154296875,12774.052734375,12809.779296875,13596.251953125,14233.421875,14738.50390625,15342.90625,15564.361328125,17338.6875,17981.83203125,18761.03125,19816.458984375,21592.48828125,24382.099609375,25356.09765625,26198.501953125,27145.806640625,29988.291015625,32220.83984375,36500.1875,37191.69921875,39609.421875,40011.0390625,44148.9375,46011.45703125,47597.33203125,50368.6796875,52901.96484375,52553.3984375,54063.53515625,64631.04296875,64952.4453125,74826.046875,84702.7421875,90663.34375,91677.1953125,94532.859375,93511.3046875,104102.8125,116644.78125,135419.03125,150159.3125,173320.609375,198019.96875,233081.078125,281656.03125,294875.40625,298065.0625,314594.9375,329556.15625,345412.3125,355369.875,369520.96875,387957.4375,401935.03125,449044.84375,508523.875,572808.9375,629964.125,721613.0625,828785.0,841103.25,867053.6875,887628.25
El Salvador,1328.68310546875,1406.211181640625,1488.13427734375,1593.58056640625,1690.615234375,1753.3970947265625,1828.6859130859375,1975.537109375,1892.234619140625,1908.0753173828125,1934.9996337890625,1988.4346923828125,2190.933837890625,2262.951904296875,2459.907958984375,2638.416748046875,2809.263916015625,2962.031494140625,2973.299560546875,3072.1337890625,3365.2958984375,3400.099365234375,3625.1259765625,3889.177001953125,3845.1162109375,3991.860107421875,4630.9892578125,5449.3583984375,5117.8505859375,5126.82470703125,4649.3984375,4158.8662109375,4018.59375,4132.63671875,4359.03564453125,4607.484375,4992.9208984375,5051.59521484375,5382.765625,5544.9716796875,5535.0556640625,5936.1357421875,6504.19287109375,7346.24072265625,8207.5810546875,9318.7314453125,9934.6669921875,10864.98828125,11822.4365234375,12738.640625,13578.455078125,14789.43359375,16034.2265625,17350.318359375,18765.10546875,20962.33984375,23670.115234375,26954.078125,30053.265625,32585.90234375,37684.81640625,45166.7578125,46164.4296875,46742.54296875,47903.34375
Equatorial Guinea,,,,,,,,,,,121.1435317993164,124.1883773803711,126.7325668334961,167.77137756347656,160.28968811035156,145.77365112304688,168.60845947265625,182.12008666992188,204.32003784179688,213.26177978515625,172.07931518554688,183.9758758544922,190.48036193847656,204.8314666748047,207.92185974121094,238.63734436035156,247.96315002441406,266.43695068359375,236.39637756347656,228.03518676757812,234.34080505371094,242.8795928955078,239.35369873046875,287.4676818847656,295.25958251953125,247.0380859375,212.4692840576172,177.6516876220703,208.4076690673828,238.50018310546875,183.11599731445312,176.05532836914062,210.40438842773438,226.86004638671875,161.83209228515625,283.32305908203125,453.5554504394531,981.2059326171875,814.1312866210938,1314.022216796875,2130.929443359375,2866.323974609375,5574.314453125,4996.083984375,7956.78955078125,11349.431640625,12001.154296875,14206.703125,21934.755859375,13734.0009765625,20514.6640625,30498.90625,30243.154296875,33247.8359375,32944.546875
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17876.408203125,19431.7734375,14400.3349609375,13673.5009765625,13194.734375,14404.0068359375,13073.359375,14076.7890625,15404.810546875,16105.671875,17494.52734375,18323.05859375,19539.076171875,20675.1796875,22359.78515625,24226.947265625,27042.7578125,30611.099609375,30935.509765625,28049.958984375,29056.298828125,32575.830078125,35269.05859375,36380.42578125,37561.5625
Ethiopia,6542.7880859375,7472.76708984375,7765.34033203125,8227.580078125,8315.068359375,8481.9150390625,8916.0908203125,9008.3115234375,8960.158203125,9741.8994140625,10338.6220703125,10731.923828125,11119.0302734375,11461.384765625,12323.435546875,13192.2373046875,13624.8955078125,13867.5263671875,14522.24609375,15570.0908203125,15462.0908203125,15848.09375,18090.666015625,18733.380859375,18215.490234375,19873.9296875,20760.138671875,20484.677734375,21796.35546875,21254.908203125,24234.498046875,27585.615234375,31213.6484375,36970.5703125,40057.1796875,35456.5546875,37340.859375,36244.9453125,36192.1640625,37104.703125,41639.1640625,38617.33984375,34485.30859375,36256.31640625,33025.95703125,36140.18359375,36376.30859375,39751.5078125,35333.0546875,35519.58203125,35181.515625,38737.45703125,35074.96484375,34936.23046875,41347.88671875,48305.03125,50429.2734375,62060.42578125,69833.625,71537.453125,81205.21875,96804.75,107496.5859375,117826.46875,128286.7109375
Fiji,,,,,,,,,,,1109.532470703125,1141.8487548828125,1162.274658203125,1389.638916015625,1588.0789794921875,1277.738525390625,1325.5108642578125,1415.239501953125,1577.08056640625,1655.5025634765625,1843.4090576171875,1972.9613037109375,2135.30908203125,2390.282958984375,2593.814697265625,2850.322021484375,2864.83740234375,3027.439697265625,3117.91552734375,3570.291259765625,3599.52294921875,3360.536376953125,3307.27197265625,3256.8017578125,3447.65478515625,3545.3857421875,3600.5751953125,3593.619873046875,3673.574462890625,3977.258544921875,4319.8017578125,4209.1962890625,4382.89501953125,4459.46484375,4646.82275390625,4750.43310546875,5001.6435546875,4806.232421875,4777.474609375,5067.9619140625,4909.33154296875,4929.1875,5013.9609375,4981.26708984375,5147.6689453125,5110.3203125,5347.0,5400.57958984375,5549.63671875,5666.296875,5959.29541015625,6357.6533203125,6452.5859375,6746.08544921875,7010.67822265625
Finland,23898.70703125,28449.9296875,28791.482421875,27682.474609375,31045.259765625,34056.88671875,34697.546875,34523.578125,34492.49609375,37166.16796875,41107.8203125,45324.08203125,46092.765625,47094.80859375,49528.1796875,52975.14453125,54405.58203125,55571.36328125,57894.68359375,64100.4453125,69507.96875,70594.6640625,75064.2890625,80729.8984375,83180.5703125,82659.609375,82584.84375,81724.7578125,83489.2265625,90679.6328125,94355.984375,94028.078125,95462.4140625,96638.8984375,99172.2890625,100419.875,104912.609375,109879.546875,119018.7734375,126723.9140625,126521.7890625,115363.578125,110967.515625,109856.1171875,117262.6875,128411.4296875,130361.5546875,143707.890625,157114.65625,164523.296875,173109.328125,175190.625,175224.71875,173135.765625,182675.609375,184661.421875,191941.0,208536.90625,217967.609375,207160.84375,209818.765625,219265.8125,222186.296875,221818.609375,221382.484375
France,300514.5,314330.75,324790.6875,340213.1875,359387.125,379413.09375,399000.625,421756.84375,435362.25,449985.65625,488274.65625,512297.9375,546161.25,581125.1875,621551.25,650932.625,686043.375,720799.8125,752317.5625,807204.625,854642.0,906397.0625,958438.375,1030232.9375,1053729.375,1056546.0,1109165.625,1151036.0,1213533.375,1263706.75,1275347.5,1236609.375,1236663.75,1224400.75,1208699.125,1201558.25,1259292.375,1295888.5,1370168.125,1432050.625,1479395.375,1492151.125,1518404.5,1507899.375,1548618.625,1583274.5,1610066.25,1705582.375,1821831.375,1892393.875,1995740.125,2068834.0,2101828.25,2004098.375,2064718.0,2105672.25,2181809.25,2317900.0,2352973.25,2327730.75,2385584.75,2458600.0,2486335.0,2584486.75,2602646.25
Gabon,,,,,,,,,,,1374.5283203125,1472.9622802734375,1660.3465576171875,2006.5819091796875,2220.031005859375,2508.613037109375,2276.601318359375,2595.982666015625,2620.129150390625,2791.672119140625,3249.53759765625,3635.652099609375,3525.005126953125,4059.90478515625,5435.330078125,5497.69775390625,6704.3291015625,6519.06640625,7291.56494140625,8071.298828125,9307.9384765625,9461.7861328125,8691.8359375,9593.439453125,9450.755859375,8698.638671875,7036.80908203125,6528.9150390625,6143.23828125,8334.5771484375,8344.7294921875,8971.7158203125,8597.265625,8541.55859375,9200.044921875,9454.5927734375,10561.193359375,9112.5205078125,8199.8984375,9445.0888671875,12120.5927734375,11946.09375,12304.7216796875,13965.1162109375,17003.08203125,24147.443359375,22824.15625,22960.107421875,24213.255859375,18580.796875,19898.767578125,24165.126953125,25318.63671875,24634.564453125,23899.029296875
Gambia,,,,,,,,,,,554.1185302734375,514.7326049804688,516.8867797851562,555.5819091796875,612.248046875,691.7322998046875,713.601806640625,722.8871459960938,742.89892578125,746.4501342773438,849.8386840820312,846.7594604492188,864.4312744140625,902.8004760742188,976.4244995117188,1032.93212890625,1009.565673828125,1022.3578491210938,1080.774658203125,1044.9720458984375,1040.551025390625,1235.96728515625,1324.8646240234375,1271.8258056640625,1310.8958740234375,1358.17041015625,1385.8367919921875,1404.953857421875,1455.2327880859375,1512.4029541015625,1568.97119140625,1603.820556640625,1640.566650390625,1707.4107666015625,1752.0977783203125,1751.85400390625,1816.4320068359375,1845.8697509765625,1901.9627685546875,2034.7857666015625,2169.15087890625,2220.393310546875,2048.897705078125,2190.103271484375,2496.637451171875,2484.76513671875,2458.03564453125,2505.103515625,2608.630615234375,2718.7314453125,2877.19482421875,2600.923828125,2786.3017578125,2926.658935546875,2978.016357421875
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58322.625,49456.66796875,22444.21875,13024.61328125,11950.3115234375,12739.419921875,13862.06640625,14543.9169921875,14016.2275390625,13953.5849609375,13903.619140625,14427.7734375,15356.78125,17012.916015625,18238.302734375,19902.310546875,22736.7421875,26090.26953125,28275.654296875,29483.140625,31082.005859375,33596.3125,35231.53125,36906.140625,37772.18359375
Germany,323146.28125,354677.0625,392036.1875,428063.6875,464285.25,528326.4375,568906.1875,601594.75,627838.625,682007.625,749366.0625,781646.1875,813679.5625,830908.125,893735.3125,938416.6875,965887.875,959780.25,1015430.375,1095755.375,1169335.375,1213161.5,1274049.25,1339150.875,1340630.375,1348141.875,1419027.0,1472562.5,1535434.75,1597621.625,1597983.125,1542013.25,1511821.75,1519170.75,1528303.125,1537840.125,1645407.375,1708162.5,1800617.0,1892991.125,2031768.375,2159513.75,2246362.0,2261533.5,2357747.0,2444280.75,2474957.5,2565733.0,2670308.75,2768837.75,2796647.75,2835927.0,2825901.25,2828289.0,2880979.75,2906861.75,3031303.75,3192188.0,3258485.25,3118176.25,3278422.0,3443416.5,3504613.5,3586991.5,3706587.25
Ghana,,,,,,14509.029296875,14505.181640625,14366.3046875,15737.1298828125,17813.0859375,19169.970703125,18632.439453125,18615.146484375,19978.125,21017.4453125,20103.515625,20028.763671875,19992.505859375,20935.0703125,22519.3046875,24735.306640625,24822.1796875,22527.419921875,25219.078125,27463.38671875,24710.978515625,22136.072265625,24664.390625,24852.0234375,24050.0703125,24510.4375,22810.88671875,19411.90625,19398.29296875,21753.783203125,23562.603515625,24403.328125,25484.78515625,27678.6171875,27284.044921875,27850.26171875,29891.744140625,29832.072265625,30927.45703125,32598.357421875,34005.0,34252.44140625,37526.40234375,37635.44140625,42243.53125,43461.37109375,41090.09765625,44208.28125,47292.8046875,50917.7890625,52269.27734375,52394.42578125,55524.59765625,59884.64453125,61114.10546875,65426.99609375,85754.8515625,97279.5703125,97233.2265625,95633.15625
Greece,,25626.076171875,25065.828125,28149.869140625,28647.314453125,30833.33984375,33597.53125,36095.34765625,38088.05859375,39504.5390625,40216.1640625,45920.2421875,45248.88671875,51262.359375,55042.21875,61072.52734375,66092.671875,69814.7734375,74304.859375,83068.3671875,90568.78125,97562.8515625,107275.2578125,115547.5078125,106702.9140625,111657.65625,119149.328125,122595.2890625,131556.859375,134520.359375,135234.140625,136562.109375,132650.4375,132021.78125,134285.109375,138980.421875,145787.578125,145537.0,156754.015625,164930.28125,169355.125,181304.15625,186621.796875,189464.578125,200127.953125,210839.984375,218703.640625,236421.640625,248474.5625,254399.734375,261260.46875,275822.15625,294089.625,299007.875,316605.59375,304389.65625,330175.3125,345324.9375,357975.46875,351400.40625,326483.8125,293995.34375,284763.625,287361.03125,285915.3125
