country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Mauritania,,,,,,,,,,,1141.3607177734375,1062.5172119140625,1160.888671875,1196.1572265625,1812.05615234375,2149.625,2141.965087890625,2302.308837890625,2594.470458984375,2485.04833984375,2812.755126953125,2833.15869140625,2821.951171875,2842.498046875,3026.04248046875,3362.620361328125,3640.9111328125,3660.10986328125,3407.973388671875,3702.984619140625,3668.641845703125,3770.71484375,3482.358154296875,3558.7578125,3513.053466796875,3638.828369140625,3779.17626953125,3867.90380859375,3998.327880859375,4151.95263671875,4060.29638671875,4200.966796875,4254.47265625,4692.51708984375,4913.953125,4805.0556640625,5326.58203125,5106.45361328125,5213.314453125,5575.0869140625,5586.70458984375,5663.20166015625,6147.56005859375,6625.31640625,6710.55078125,7083.724609375,9536.3955078125,9321.009765625,8809.154296875,8681.6728515625,10227.1337890625,11652.908203125,11165.03125,11213.3037109375,13532.78515625
Mauritius,2236.641845703125,2326.9794921875,2425.0771484375,2424.16650390625,2397.732666015625,2527.279296875,2670.119873046875,2753.072509765625,2626.554931640625,2793.0830078125,2382.9521484375,2790.68017578125,3020.74658203125,3702.305419921875,3915.16455078125,3462.309326171875,3648.725341796875,3708.217529296875,3118.16357421875,3203.09423828125,3558.081298828125,3661.116943359375,3938.73876953125,4063.168701171875,4368.94873046875,4229.99267578125,5320.79638671875,5413.4912109375,5533.66259765625,5614.392578125,5190.9150390625,5207.763671875,5611.10205078125,5854.7333984375,5995.65673828125,6331.11767578125,7447.52880859375,8427.583984375,8686.7255859375,9038.53125,9822.8349609375,10520.76171875,11375.0185546875,11952.8154296875,12697.8037109375,14014.4873046875,15600.265625,15487.98828125,16255.751953125,15882.8349609375,16331.01171875,16067.4580078125,16323.1630859375,16150.7490234375,16367.435546875,15294.7548828125,16182.435546875,17611.525390625,18012.673828125,18708.80859375,19118.220703125,20214.828125,20770.734375,21612.0,22760.681640625
Mexico,124187.046875,134276.15625,140802.4375,137124.09375,152404.46875,165087.265625,176264.921875,189038.859375,198022.484375,203902.703125,218379.96875,224976.71875,234058.484375,256234.234375,290518.4375,306535.15625,326170.4375,342741.53125,372096.21875,386508.15625,410401.375,429508.15625,465683.78125,504218.46875,537012.6875,567345.8125,599133.3125,620620.1875,678617.5625,751638.625,841534.0625,910000.4375,901469.5625,849505.0625,862310.0625,868862.5,808745.375,826036.8125,809091.0,837009.875,882730.3125,914603.125,949889.5625,963568.3125,1009288.0,929126.875,975558.3125,1046858.4375,1094161.0,1153444.25,1241567.375,1249928.75,1265800.625,1307662.75,1399936.375,1462672.875,1581636.875,1654108.0,1693705.125,1613603.625,1734610.375,1857210.25,1908250.125,1923613.125,1987687.875
Mongolia,,,,,,,,,,,,,,,,,,,,,1566.05322265625,1640.0391845703125,1698.7474365234375,1849.5540771484375,1928.585693359375,2041.3411865234375,2119.0498046875,2324.774658203125,2436.169677734375,2545.168212890625,2917.263916015625,2693.426513671875,3174.6875,3614.741943359375,4107.27099609375,4123.32373046875,4453.6416015625,4857.0986328125,5150.78369140625,5139.52099609375,7296.8193359375,5361.56982421875,5087.40478515625,4187.29052734375,4524.07373046875,5866.97412109375,5398.09326171875,5690.10986328125,5445.85205078125,5727.564453125,6589.9052734375,7280.6162109375,7988.72705078125,8844.8603515625,10525.47265625,12487.2568359375,15323.32421875,17106.505859375,17539.326171875,16689.81640625,19813.53515625,23884.82421875,27615.00390625,30365.05859375,33540.5078125
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6563.177734375,5852.92138671875,4477.74267578125,2845.6318359375,2882.219970703125,3304.257080078125,4232.4033203125,4518.63720703125,4880.0302734375,4554.22314453125,4833.97119140625,5345.8505859375,5204.123046875,5268.15869140625,5419.17529296875,5703.11962890625,6587.83154296875,7528.73876953125,8058.48486328125,7978.40234375,8156.3369140625,8564.6044921875,8346.58984375,8822.8662109375,9108.5537109375
Montserrat,,,,,,,,,,,,,,,,,,,,,93.81289672851562,96.0427017211914,98.56707763671875,100.159912109375,104.08761596679688,111.85276794433594,103.1542739868164,107.98702239990234,107.23941040039062,120.1576919555664,138.42442321777344,143.9603729248047,148.756103515625,143.130859375,149.0983123779297,159.13282775878906,167.21990966796875,174.29225158691406,199.95513916015625,235.43849182128906,278.83782958984375,209.9794921875,210.1635284423828,200.7291717529297,208.8123321533203,186.6595458984375,141.15139770507812,115.15016174316406,99.46256256103516,92.0300521850586,82.22553253173828,80.75459289550781,84.02680206298828,85.35787963867188,85.93761444091797,84.69529724121094,83.64496612548828,86.64591217041016,88.35324096679688,89.02738952636719,85.37206268310547,89.30027770996094,92.70804595947266,94.32122802734375,97.9637451171875
Morocco,12355.1640625,12852.4462890625,13760.306640625,14192.337890625,15089.5244140625,14975.3759765625,15235.3056640625,15006.16796875,16142.501953125,16556.609375,17350.15625,21621.3125,24508.974609375,28627.8359375,30596.3359375,30158.12890625,29172.078125,30093.142578125,32095.619140625,35733.9375,33912.05859375,35959.9140625,36880.98046875,38103.98046875,42021.3359375,43473.625,46694.4921875,47771.14453125,50368.26171875,53592.56640625,53584.38671875,53295.85546875,58968.5703125,63770.92578125,68024.1015625,74897.6953125,84511.828125,86704.7890625,97647.4609375,98051.4921875,99518.0390625,111874.828125,111578.5390625,113014.5859375,126900.28125,125347.7578125,147721.546875,137512.65625,140067.671875,133759.703125,127088.9453125,130399.6328125,130116.0234375,135932.796875,135946.78125,131877.765625,145696.515625,155309.921875,172736.75,189114.609375,202791.140625,220289.328125,224868.15625,236426.328125,242965.28125
Mozambique,,,,,,,,,,,3867.71533203125,3932.92919921875,4274.52392578125,4409.60888671875,4595.81884765625,4656.6484375,4775.07568359375,5264.314453125,5605.84423828125,5945.9033203125,5886.5302734375,6331.28759765625,6646.14013671875,6963.46337890625,7392.87353515625,7550.57958984375,7986.31591796875,7942.48876953125,8059.2646484375,8322.7021484375,8531.9384765625,8853.32421875,8489.96484375,7531.19970703125,8018.52978515625,7469.19580078125,7653.67431640625,6746.970703125,6502.01025390625,7034.3701171875,6958.74462890625,7200.9755859375,6209.82568359375,6647.6787109375,7359.98779296875,6723.376953125,8570.31640625,10067.857421875,10914.943359375,10778.103515625,11768.169921875,12876.3310546875,14865.4619140625,16081.8076171875,17711.52734375,19260.892578125,20636.3984375,21632.802734375,22758.46484375,23034.6015625,22839.84765625,23142.12109375,24905.62109375,28520.294921875,30948.169921875
Myanmar,,,,,,,,,,,,,5908.9443359375,6632.10009765625,6182.98876953125,6427.43994140625,6853.30078125,6228.400390625,6554.4228515625,6928.56591796875,21164.53515625,21784.150390625,21814.345703125,22474.54296875,23514.75,24425.779296875,25676.71484375,26619.314453125,27105.873046875,28218.927734375,30734.169921875,32367.759765625,34090.85546875,36433.46875,39045.0234375,39767.59765625,39610.5703125,38095.3125,33525.06640625,34534.56640625,34815.4453125,33720.55078125,36406.140625,39088.06640625,40764.02734375,43979.96484375,45093.05078125,45729.81640625,47962.40625,51170.4453125,55984.73046875,58904.5390625,62455.55859375,69367.765625,79072.0234375,93598.828125,108456.2578125,119753.796875,130426.3125,145282.3125,181175.390625,201411.40625,238990.171875,257527.546875,285546.21875
Namibia,,,,,,,,,,,2454.439697265625,2447.53369140625,2778.941162109375,2993.441162109375,3454.224609375,3679.40234375,3893.88134765625,3761.330322265625,3890.33984375,4134.0224609375,4317.1103515625,4545.701171875,4636.49755859375,4813.203125,5166.69970703125,5268.02978515625,5314.08984375,5418.75244140625,5476.87890625,5575.1708984375,6555.95703125,5850.79833984375,5608.0263671875,5351.18896484375,5357.3720703125,5689.25048828125,5572.267578125,6690.80029296875,7253.05859375,7428.5361328125,7120.810546875,6727.15966796875,7154.08251953125,6838.380859375,7414.06982421875,8056.6650390625,8708.748046875,9009.828125,9471.5234375,9712.6953125,10366.0126953125,10801.46484375,11285.0810546875,11299.6123046875,12542.408203125,13091.4013671875,14749.84375,15470.2734375,16929.58984375,17265.16796875,17974.751953125,19921.728515625,22157.021484375,23662.2734375,26217.466796875
Nepal,,,,,,,,,,,7070.35986328125,7052.798828125,7243.951171875,7309.83154296875,8009.2578125,7896.05908203125,8437.28125,8269.59375,8283.4404296875,8717.765625,9200.9326171875,9034.703125,9327.4619140625,9229.6728515625,9830.455078125,9842.083984375,10255.0869140625,10533.021484375,10983.037109375,11555.0966796875,10742.802734375,11745.8662109375,12602.033203125,12554.4677734375,13587.7001953125,14412.03515625,15124.5,15519.5986328125,16794.0234375,18128.64453125,18631.259765625,20126.806640625,20640.787109375,22428.763671875,25485.310546875,26574.427734375,28891.515625,28643.224609375,28820.927734375,29303.525390625,30147.74609375,31754.17578125,31008.357421875,31184.431640625,32148.1015625,32513.9140625,34143.48046875,36304.546875,39712.27734375,43315.51171875,48809.21875,52631.37109375,55915.34375,57776.0703125,61233.76953125
Netherlands,76804.9140625,79153.453125,87042.375,94147.1484375,97252.0546875,107591.140625,112041.09375,114445.4921875,116470.828125,123060.4296875,130847.7734375,135377.9375,143039.703125,149432.109375,161009.515625,173385.53125,180097.734375,191651.25,207922.859375,218225.375,231152.40625,243270.875,254228.328125,272069.78125,291046.8125,288279.875,302597.9375,308476.1875,318608.625,323961.90625,333777.90625,325500.84375,317120.78125,316976.1875,324901.375,326081.8125,337152.625,338923.96875,354097.8125,373681.28125,392777.875,406288.0625,415250.15625,422025.59375,439445.625,458882.53125,480870.1875,520884.5625,563794.0,600302.375,642040.8125,653609.375,659987.1875,633102.0,648458.5625,660632.0,699539.1875,748952.9375,777505.9375,747450.25,748577.8125,769241.125,774321.875,791584.6875,796837.125
New Zealand,23594.97265625,22037.931640625,21448.431640625,22816.8125,25147.37890625,26139.583984375,26443.08984375,27371.392578125,27331.6796875,29629.48828125,32849.30078125,34657.65625,35876.85546875,38952.94921875,41030.140625,43372.7421875,46021.8046875,42959.61328125,42522.8046875,47175.65234375,45569.3828125,47645.08984375,51865.5390625,56924.84375,55754.1953125,52594.6015625,54360.57421875,52751.8203125,53131.45703125,52970.25390625,52403.44921875,54456.546875,55190.99609375,58177.3203125,60661.453125,60929.1640625,64176.25390625,66580.9921875,69565.03125,71428.3828125,71410.171875,70493.7109375,72403.2109375,78766.546875,84503.984375,89450.9765625,92766.1328125,96413.0625,97869.5,103966.8203125,105514.1640625,109306.5234375,112839.6875,116842.0,119036.9140625,119647.515625,122816.6171875,131652.25,129433.3671875,131519.09375,136631.09375,141568.15625,143709.78125,151802.4375,156149.0
Nicaragua,4366.12109375,4950.0546875,5621.20751953125,5977.43798828125,6338.02294921875,6938.6318359375,6913.54833984375,7562.3515625,7653.06494140625,8072.15283203125,7806.95654296875,8420.5576171875,9485.9951171875,10369.7626953125,11642.107421875,13141.0146484375,13047.119140625,13944.7373046875,14449.2568359375,15144.1376953125,15497.4990234375,16087.4375,16418.92578125,17663.9765625,19879.52734375,18255.546875,20927.94921875,23788.69921875,20408.169921875,13169.095703125,16028.5888671875,16305.4833984375,15859.6806640625,16899.607421875,16807.603515625,17446.9453125,16565.607421875,17541.330078125,12423.849609375,11791.267578125,12230.0263671875,12663.4794921875,12623.7509765625,12732.48046875,13312.830078125,14202.41796875,14668.7392578125,15149.970703125,16029.6689453125,16536.27734375,17146.248046875,17611.66796875,17765.986328125,17977.1171875,18577.921875,19118.794921875,19592.46875,20578.4765625,21385.302734375,21979.3046875,22555.3515625,23547.904296875,24469.01171875,25161.236328125,26778.78125
Niger,,,,,,,,,,,4978.69384765625,5293.45458984375,5844.53857421875,6437.9541015625,6277.81591796875,6501.71240234375,6381.537109375,6464.8154296875,6588.51806640625,5977.7783203125,6273.1767578125,6520.96337890625,6354.16162109375,5457.85791015625,6123.4638671875,5276.796875,5637.7431640625,6231.66064453125,6391.00341796875,7678.45751953125,8004.07861328125,7437.0517578125,7647.62158203125,7673.42919921875,5945.95654296875,6470.013671875,6493.4365234375,6467.81298828125,6528.86083984375,6423.65576171875,6692.2470703125,6719.0185546875,6686.314453125,6638.1435546875,6747.78466796875,7214.24462890625,7285.849609375,7338.328125,8131.70654296875,8183.84423828125,7916.93701171875,8572.9404296875,9002.302734375,9322.337890625,9148.5234375,9529.912109375,10051.6865234375,10412.7998046875,11353.7734375,11454.08203125,12418.3271484375,13113.4931640625,14744.646484375,15527.421875,16278.119140625
Nigeria,84235.3046875,90177.96875,100175.21875,97618.8671875,107679.296875,115191.5078125,111955.6640625,117427.7109375,129200.7265625,144490.171875,166551.265625,164968.921875,169663.265625,181271.828125,193670.34375,203985.140625,188088.8125,167040.90625,178513.765625,236421.640625,254849.03125,284211.46875,305048.3125,347493.71875,406413.09375,396241.0,409183.46875,476550.8125,476531.0,449759.25,416431.6875,407253.3125,411403.28125,403395.4375,369137.09375,405342.78125,125931.6796875,97486.7578125,86921.46875,85735.34375,80786.390625,68295.8515625,58703.38671875,50585.9375,46735.109375,44882.890625,45888.4296875,49630.35546875,47681.421875,60862.23828125,93484.7265625,115578.8125,143627.84375,204733.046875,308065.28125,481788.90625,507544.40625,654291.8125,672712.9375,743788.3125,824691.25,846470.25,938733.125,931191.0625,976292.625
Norway,29013.498046875,31066.771484375,32183.4921875,33280.046875,34344.4921875,35923.76171875,37864.23046875,39333.5625,38667.06640625,39806.453125,41186.1015625,43874.4453125,45128.49609375,46564.33203125,49797.81640625,52805.6171875,54918.10546875,59118.765625,61542.23828125,63315.34375,65895.921875,69606.34375,72004.9296875,76389.109375,78562.0234375,80107.0859375,83278.7734375,85767.25,88310.1875,93574.1953125,101127.0546875,102582.5234375,101247.5,102536.8828125,108332.265625,111424.234375,108856.890625,108939.8359375,107403.7265625,109857.671875,112534.796875,115381.8515625,116846.40625,121060.5,126214.4609375,132909.96875,145259.984375,158472.875,159522.453125,170545.90625,196342.28125,196899.296875,193016.9375,195543.484375,215004.734375,233581.390625,257028.328125,272330.90625,294243.8125,271692.4375,284315.03125,301605.40625,320193.625,330957.90625,330882.46875
Oman,,,,,,,,,,,,,,,,,,,,,8168.23046875,5713.9560546875,4914.07861328125,4080.4130859375,6180.18896484375,7074.251953125,7752.25341796875,9152.7392578125,9975.865234375,11931.4755859375,13264.76171875,15621.85546875,16469.064453125,16911.326171875,18706.5078125,20993.427734375,15893.9833984375,16335.625,14852.341796875,16157.244140625,19287.80078125,18874.103515625,20443.05859375,20901.310546875,21040.75,22592.5078125,24852.91796875,26632.63671875,24686.47265625,28522.880859375,36447.42578125,38820.3046875,43343.34765625,48666.98828125,63304.30078125,67238.8984375,100230.359375,110299.609375,131654.5625,112446.4765625,128883.5703125,144721.734375,160979.453125,163194.890625,163204.46875
Pakistan,46476.37109375,46331.66796875,45032.36328125,46336.84765625,46974.68359375,45831.49609375,48545.30078125,48974.12890625,49105.08984375,52815.23046875,53058.7265625,55334.49609375,58517.83984375,62327.29296875,66987.2109375,73143.40625,82009.71875,83371.3828125,88265.515625,95439.4296875,104426.453125,106773.203125,110027.1640625,116120.359375,119011.6484375,120795.640625,128897.3984375,133218.328125,142104.765625,148954.96875,158538.8125,167279.71875,174085.625,185358.40625,197088.890625,209774.734375,218939.765625,234822.90625,251376.921875,262114.8125,268649.125,274763.8125,290936.53125,296665.125,304987.46875,323249.1875,340220.5,339654.46875,361101.84375,368595.96875,378802.90625,382630.15625,400644.90625,415707.9375,450624.5625,485546.3125,527780.9375,572443.9375,592403.1875,644993.75,692414.625,757058.4375,772988.0,807264.625,859643.6875
Panama,1905.81201171875,1830.2191162109375,2007.010009765625,2128.409912109375,2281.480712890625,2465.750244140625,2537.741455078125,2783.30029296875,2821.01953125,2954.94677734375,3113.458251953125,3478.96142578125,3798.8125,4131.15673828125,4351.68408203125,4777.94873046875,5138.572265625,5639.94287109375,6041.64404296875,6607.025390625,7700.166015625,8605.4794921875,9142.5869140625,9525.984375,9449.376953125,9520.9423828125,9617.5634765625,9493.640625,10600.208984375,10751.99609375,12181.328125,12965.244140625,13199.294921875,13651.7421875,13627.6416015625,14001.0751953125,15050.1650390625,15923.1064453125,14360.5439453125,14314.0947265625,15022.39453125,16694.95703125,18274.232421875,19384.146484375,19892.970703125,19773.083984375,20856.513671875,23098.591796875,25129.39453125,26108.046875,27083.953125,28024.673828125,29438.140625,32707.921875,34591.171875,38931.5078125,42603.296875,41675.97265625,45509.375,49856.99609375,53047.91015625,59942.78515625,65351.046875,76753.8046875,76196.703125
Paraguay,,2447.490234375,2406.182373046875,2325.738525390625,2507.190673828125,2714.68798828125,2756.070068359375,2748.673828125,2927.1875,2968.585205078125,3016.959716796875,3185.37939453125,3255.420166015625,3417.63427734375,3582.156005859375,3825.212158203125,3903.477294921875,4182.5693359375,4365.7529296875,4614.4521484375,4985.91796875,5281.287109375,5669.28369140625,6118.08984375,6459.5634765625,6647.8232421875,7367.05029296875,8427.8291015625,9218.74609375,9217.6904296875,10727.177734375,12072.796875,11987.46484375,11661.8583984375,11999.5498046875,12444.490234375,12341.755859375,12817.166015625,13961.388671875,14921.5390625,15413.6796875,15911.189453125,16447.861328125,17232.154296875,18167.517578125,19023.39453125,19690.28125,20268.6484375,20673.6171875,20086.060546875,18989.189453125,19733.37109375,25462.021484375,27118.11328125,27962.2109375,27919.822265625,29436.361328125,32344.720703125,35115.859375,36429.85546875,42420.13671875,46788.08984375,47222.39453125,52245.83203125,54279.0390625
Peru,15872.7421875,17312.05859375,17631.44140625,18302.42578125,19873.572265625,20685.849609375,21430.833984375,22936.91796875,22246.888671875,23136.58203125,25846.9296875,27333.298828125,29762.486328125,31540.8203125,34529.2109375,36119.0859375,39159.37890625,41044.3046875,41923.578125,44320.0390625,47498.72265625,49124.70703125,50032.00390625,55208.5625,59641.60546875,59699.64453125,60926.203125,61013.33984375,60374.4140625,66356.078125,69390.1484375,72088.9921875,72775.8125,67879.6484375,72372.171875,74650.8359375,81637.125,91743.6796875,87288.296875,73094.1171875,74098.3359375,77647.5625,79203.84375,84870.859375,99408.234375,111817.40625,117757.3984375,126222.0859375,123901.7265625,123918.953125,127588.40625,128382.7734375,137584.5,146638.515625,159934.0,176513.53125,204918.0,226839.625,242546.890625,248019.734375,282107.40625,307392.0,320697.28125,333593.4375,340495.5625
Philippines,27907.13671875,28647.865234375,30132.646484375,34537.51171875,36991.94921875,39849.6015625,41398.203125,43983.640625,45354.14453125,49622.51171875,50430.32421875,52192.98828125,55637.40234375,59308.61328125,60149.47265625,63201.484375,66392.9609375,68446.1640625,73181.0078125,77671.3046875,82994.6484375,87479.921875,91366.6953125,102141.4296875,104997.84375,110831.8515625,118503.984375,124535.28125,131838.953125,136457.6875,148120.203125,154600.921875,160052.28125,161686.09375,154143.03125,147385.3125,156344.09375,170566.3125,188436.046875,202506.375,216649.53125,225443.109375,235896.15625,247754.53125,275075.25,304736.53125,335054.96875,337631.9375,328405.25,330462.6875,336262.40625,329935.875,331388.21875,338547.96875,347773.03125,350190.09375,376242.25,407416.3125,434114.40625,459136.03125,508966.15625,543836.625,574298.25,626193.5625,660118.8125
Poland,,,,,,,,,,,,,,,,,,,,,173129.421875,185923.1875,194722.828125,203033.140625,217526.75,229634.625,237289.984375,244815.96875,248409.84375,248518.4375,222076.28125,209641.8125,210804.015625,228483.6875,250254.234375,272037.5,288589.25,305002.625,327275.875,347531.6875,313382.6875,298596.125,320717.46875,347287.40625,377539.71875,417876.4375,437883.5,464226.96875,488809.875,512006.8125,523794.96875,533964.6875,551124.6875,547619.6875,575259.4375,584426.4375,618988.125,684674.4375,709002.1875,757718.6875,812046.875,864956.3125,914813.625,944037.625,971524.875
Portugal,22068.068359375,24290.03515625,25151.927734375,26818.330078125,28254.3359375,29176.27734375,30688.31640625,31795.498046875,32046.63671875,33978.484375,36359.5234375,38483.2109375,41391.84765625,44085.49609375,45362.66015625,48335.52734375,49487.09765625,52835.1328125,61650.4453125,64286.4453125,67954.4765625,73285.7578125,79609.6640625,88263.6796875,87310.359375,81843.1640625,86553.703125,91313.9375,94102.5,98047.28125,100304.03125,97814.1953125,98747.1796875,97177.1875,93807.4296875,97067.890625,107199.9140625,115162.9921875,125082.671875,133720.65625,144183.171875,151139.90625,158453.46875,158822.03125,169197.6875,177436.78125,183557.34375,197278.21875,210049.234375,223136.5,230918.609375,235426.09375,238886.21875,238426.859375,242627.203125,252983.625,264877.84375,279719.34375,282869.75,286058.9375,291401.3125,284569.40625,285121.0,289294.4375,296220.4375
Qatar,,,,,,,,,,,,,,,,,,,,,9452.35546875,10408.203125,11580.37109375,12763.26171875,13615.486328125,14521.2529296875,15370.3115234375,14604.5986328125,16032.6005859375,16581.310546875,16131.412109375,17262.05078125,14017.3564453125,11573.7509765625,12279.72265625,11416.6484375,8914.22265625,9692.9853515625,9943.2373046875,11221.9736328125,12241.587890625,11277.103515625,11918.0546875,11009.955078125,11045.5302734375,11945.267578125,12533.3974609375,15908.0185546875,15227.4365234375,19195.109375,29283.416015625,31890.328125,33211.671875,50607.53515625,63788.87109375,85454.765625,117278.546875,143521.875,185103.609375,165337.53125,214560.0,298980.125,322148.5625,328093.90625,313516.65625
Republic of Korea,,,,22207.46484375,22688.509765625,24379.439453125,24610.478515625,27383.52734375,28172.20703125,28382.7109375,28397.69140625,29864.546875,30217.107421875,34442.24609375,37244.1171875,39083.5390625,44326.8984375,47004.9609375,52646.68359375,60404.26171875,66017.671875,76885.7421875,88108.140625,107797.3515625,122441.3125,139583.84375,159267.4375,175053.484375,192629.671875,201371.6875,182709.46875,192920.4375,209891.609375,237801.515625,263014.90625,280670.34375,325571.8125,374280.75,427239.8125,465860.03125,517734.6875,579309.5,625174.0625,683023.25,760514.0,847637.75,899581.3125,943046.4375,891952.25,980609.625,1041547.25,1085336.5,1177548.0,1223522.875,1291085.125,1338638.75,1382777.0,1457668.5,1454400.875,1485051.0,1586915.0,1606234.25,1639289.625,1700907.25,1757809.625
Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23303.982421875,22174.68359375,12882.0029296875,12881.8720703125,11066.755859375,11685.2548828125,10826.7958984375,10522.935546875,8841.91015625,7659.4521484375,7685.49462890625,8091.5966796875,8783.16796875,9503.3251953125,10163.341796875,10824.1884765625,11564.4443359375,12199.77734375,13163.93359375,13687.4228515625,15316.609375,17515.498046875,17676.62109375,19026.9609375,19592.279296875
Romania,,,,,,,,,,,26141.912109375,28828.48046875,31564.572265625,34227.76953125,36298.77734375,39877.12890625,42018.53515625,46704.4765625,49990.69140625,53503.22265625,57117.94140625,64604.265625,71667.6328125,78730.046875,87749.296875,96312.625,109497.75,117245.640625,126065.984375,136519.34375,139886.375,138617.859375,145596.421875,151840.125,159044.453125,162459.0,167833.65625,170304.296875,174715.4375,166500.046875,159968.875,146220.078125,132898.34375,139648.484375,148541.625,154842.578125,156799.78125,155571.46875,158473.71875,164713.125,167215.0,181635.40625,189208.5,196619.5,214013.984375,218188.140625,249249.0625,285454.125,329253.34375,329034.53125,339277.59375,354758.09375,383854.34375,394970.46875,409095.65625
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890551.25,2683739.75,2851083.25,2346365.75,1955325.625,1826953.0,1391432.5,1331397.875,1255449.25,1330511.75,1539544.625,1477606.875,1505335.5,1614003.125,1801288.125,2011903.125,2286555.25,2585305.75,2855575.75,2565496.75,2892628.25,3272003.25,3384326.5,3399175.25,3447919.25
Rwanda,,,,,,,,,,,2907.040283203125,2779.2080078125,3058.95947265625,2742.21875,2429.9443359375,2570.907470703125,2747.675537109375,2955.910888671875,3144.642578125,3490.943603515625,3729.725341796875,3764.73095703125,3908.712158203125,4070.056396484375,4146.80419921875,4196.1416015625,4930.65283203125,5260.435546875,5275.52734375,6033.64306640625,5914.0048828125,6773.5205078125,6607.07080078125,7028.359375,6834.58056640625,7179.453125,7548.5205078125,7236.60009765625,7342.3984375,7898.1953125,7616.3876953125,6695.04443359375,7019.04833984375,6427.5009765625,2976.832275390625,3651.787841796875,4164.03466796875,4977.28662109375,5379.08642578125,5504.029296875,6154.1953125,6581.75732421875,7412.78515625,7449.05810546875,8151.57666015625,8977.0322265625,10012.52734375,9803.501953125,11211.9521484375,12365.7978515625,13164.32421875,14611.8583984375,15780.583984375,16697.7109375,17751.091796875
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,134.4597930908203,147.8108367919922,160.17837524414062,142.7935791015625,188.97618103027344,200.64576721191406,207.5521697998047,209.43458557128906,233.55697631835938,256.2250061035156,275.8984680175781,290.24627685546875,280.16180419921875,284.09930419921875,308.9364013671875,322.36175537109375,355.11627197265625,377.68597412109375,371.2314147949219,397.94549560546875,420.7502136230469,436.60552978515625,439.08843994140625,458.0143127441406,499.6019592285156,521.1683349609375,576.0512084960938,587.4957885742188,612.2808837890625,689.7123413085938,706.8906860351562,692.642333984375,735.955322265625,691.4828491210938,761.8627319335938,854.0491943359375,907.4804077148438,959.3704833984375,1036.6558837890625,1022.3533325195312,1030.190673828125,1086.998046875,1098.702880859375,1183.0250244140625,1281.52587890625
Saint Lucia,,,,,,,,,,,,,,,,,,,,,304.771728515625,322.16668701171875,326.4798583984375,336.8936767578125,360.689208984375,351.2507629394531,460.86224365234375,510.92816162109375,580.1622924804688,604.8905029296875,597.0618286132812,575.81005859375,599.8919677734375,633.9295654296875,679.9093627929688,741.6746215820312,828.744140625,866.439697265625,937.56494140625,949.2242431640625,997.1954956054688,987.7147216796875,1057.7010498046875,1078.029052734375,1045.791015625,1121.0191650390625,1207.161865234375,1189.658203125,1268.213623046875,1288.943603515625,1217.120849609375,1107.2005615234375,1178.4261474609375,1390.373046875,1490.9306640625,1522.188232421875,1378.62158203125,1583.679443359375,1676.173095703125,1749.80029296875,1782.053955078125,1859.7227783203125,1837.9739990234375,1835.842041015625,1848.7855224609375
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,150.8313751220703,158.95361328125,163.97792053222656,171.14427185058594,181.0653076171875,192.71109008789062,196.2150421142578,234.95945739746094,254.09278869628906,295.2818298339844,247.25865173339844,221.6532440185547,228.58946228027344,217.8603057861328,212.18075561523438,220.33297729492188,209.02609252929688,201.32289123535156,195.1208038330078,220.5471954345703,216.35267639160156,212.998779296875,211.0019073486328,213.32763671875,210.9746551513672,202.94558715820312,214.26416015625,217.0215606689453,235.1675567626953,233.4916229248047,249.88714599609375,275.06512451171875,284.6316833496094,296.0395202636719,317.3009033203125,332.8169250488281,348.6897888183594,352.4007263183594,369.5944519042969,380.384521484375,431.90557861328125,488.4505615234375,542.4608764648438,564.721923828125,603.6150512695312
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,230053.84375,307545.34375,426694.84375,481999.625,699508.3125,669808.875,590812.1875,540912.0,414189.34375,533298.75,734685.5,696276.9375,412386.5625,270899.90625,249985.578125,315180.71875,257197.40625,244222.140625,251677.578125,265218.15625,307777.96875,314312.5,336017.34375,331409.0625,317760.625,317613.25,343700.78125,341402.4375,311939.28125,350660.0,415355.875,396389.9375,434361.90625,472205.21875,562158.0625,681304.0625,792069.125,874992.0625,1104767.5,931652.375,1135316.5,1469645.5,1541897.625,1520316.75,1483327.5
